record_id,sample_id,latitude,longitude,state,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,road_distance_m,settlement_distance_m,label,sample_type
L_785,785,25.189189910888672,93.02117919921876,Assam,481,7,76,10,31.0,48.36320741377389,1095.3895869862436,1,landslide
L_779,779,25.17136001586914,93.01101684570312,Assam,704,9,109,10,29.0,35.29303321279333,1008.0465087304116,1,landslide
L_645,645,25.170440673828125,93.025325,Assam,469,22,67,10,30.0,17.530095197399127,325.3902213783071,1,landslide
L_647,647,25.168039321899418,93.02503204345705,Assam,485,22,94,10,28.0,29.78075803574376,591.6316099425924,1,landslide
L_640,640,25.15555953979492,93.021583,Assam,603,15,220,50,30.0,22.522888215440805,346.275612175351,1,landslide
L_629,629,25.16649055480957,93.01091766357422,Assam,648,34,249,10,30.0,104.17866006284083,708.297360120061,1,landslide
L_630,630,25.170194,93.007389,Assam,700,14,231,10,30.0,73.91528347308984,1206.4248261957323,1,landslide
L_783,783,25.17741584777832,93.00975036621094,Assam,687,20,23,10,29.0,118.8830962055797,1624.8310062531689,1,landslide
L_653,653,25.174999237060547,93.01966857910156,Assam,653,21,70,10,28.0,37.352151268838895,590.6311195032921,1,landslide
L_655,655,25.174829483032227,93.019861,Assam,650,33,77,10,28.0,52.94436782373891,566.5744503057826,1,landslide
L_656,656,25.1568056,93.019722,Assam,624,23,180,10,30.0,30.199869436354017,312.7718007803621,1,landslide
L_657,657,25.156833,93.017694,Assam,616,30,185,10,29.0,20.9075999293982,484.74819970366286,1,landslide
L_658,658,25.1564998626709,93.01509857177734,Assam,589,15,204,10,28.0,4.311962804804265,741.7674731156342,1,landslide
L_659,659,25.15666961669922,93.01274871826172,Assam,564,12,215,10,28.0,1.0277732685389858,660.6593485360935,1,landslide
L_660,660,25.16366958618164,93.0247802734375,Assam,521,10,105,10,30.0,51.17037222024838,618.8819619911552,1,landslide
L_667,667,25.165529251098633,93.02172088623048,Assam,641,26,59,10,32.0,91.33332699845174,430.5894303707776,1,landslide
L_661,661,25.16649055480957,93.02288818359376,Assam,558,20,77,10,30.0,24.556661408855227,576.5822792532934,1,landslide
L_662,662,25.16497039794922,93.0227508544922,Assam,590,36,78,10,31.0,117.39625280941996,521.7293357839311,1,landslide
L_663,663,25.16550064086914,93.02555847167967,Assam,518,11,104,10,30.0,33.265026945825646,809.6547904627976,1,landslide
L_665,665,25.17424964904785,93.00244140625,Assam,758,30,293,10,28.0,73.5552926777254,1870.141688918403,1,landslide
L_652,652,25.1638056,93.010861,Assam,596,26,286,10,27.0,93.2329670864344,683.4244235497754,1,landslide
L_631,631,25.17144012451172,93.005694,Assam,699,8,212,10,29.0,82.71374690742847,1424.4295868513173,1,landslide
L_666,666,25.162667,93.009806,Assam,578,19,283,10,27.0,159.8823168773784,685.9174954770182,1,landslide
L_693,693,25.15669444,93.01766667,Assam,616,30,185,10,29.0,31.187669391604423,493.806175845981,1,landslide
L_722,722,25.17638889,93.11613889,Assam,564,15,15,10,31.0,3.022432203889214,791.1009888878862,1,landslide
L_672,672,25.15713889,93.01719444,Assam,629,29,189,10,29.0,0.421843132261888,519.0090894124481,1,landslide
L_643,643,25.24194444,93.14319444,Assam,615,24,40,30,32.0,3.876448675078517,1314.7291091909235,1,landslide
L_176,176,25.156694412231445,93.017667,Assam,616,30,185,10,29.0,31.19046257316062,493.7776589996294,1,landslide
L_683,683,25.14872222,93.03191667,Assam,451,30,142,30,32.0,10.14162662510744,1481.6188028548868,1,landslide
L_8,8,24.478972,92.682861,Assam,67,16,201,10,23.0,2521.645586202884,2852.040355732571,1,landslide
L_776,776,26.191600799560547,91.8036117553711,Assam,84,15,132,10,26.0,27.371448267222696,5111.221759911202,1,landslide
L_762,762,26.17672222,91.76525115966795,Assam,82,17,301,50,30.0,6.063983017716299,1208.9751065766884,1,landslide
L_731,731,26.15805556,91.71258333,Assam,85,19,342,10,26.0,86.02802518708201,1691.2786088625403,1,landslide
L_687,687,26.21083333,91.68944444,Assam,68,18,121,50,27.0,11.549340826370932,5661.624159627222,1,landslide
L_730,730,26.19236111,91.78080556,Assam,98,12,155,50,27.0,5.0679829570756745,2984.089255738003,1,landslide
L_773,773,26.19330556,91.77725219726562,Assam,172,19,174,10,31.0,41.80066446573622,2721.718249682878,1,landslide
L_504,504,26.177560806274418,91.7658920288086,Assam,96,19,256,10,31.0,7.385759364424765,1240.7137369778093,1,landslide
L_490,490,26.154279708862305,91.79264068603516,Assam,74,9,281,50,30.0,16.805426232386125,1486.865972205533,1,landslide
L_503,503,26.176719665527344,91.76525115966795,Assam,82,17,301,50,30.0,6.215427146028168,1209.0756189520846,1,landslide
L_455,455,26.101333,92.440556,Assam,331,10,316,10,30.0,22.169700816372217,3473.2848076810164,1,landslide
L_475,475,26.113639,92.441222,Assam,198,16,300,10,28.0,12.497678916613426,4267.183082097842,1,landslide
L_422,422,26.0352783203125,92.470861,Assam,271,20,180,10,31.0,4.211673985746078,5596.263448313005,1,landslide
L_814,814,25.17291831970215,92.995982,Assam,436,15,97,10,26.0,1.4233148265805051,1436.0732883520152,1,landslide
L_815,815,25.31971740722656,93.123028,Assam,314,10,224,10,30.0,18.129709380092823,905.5982356847608,1,landslide
L_816,816,25.318433,93.115767,Assam,419,27,358,10,30.0,6.976912533853901,1204.583757574342,1,landslide
L_820,820,25.22547912597656,93.023783,Assam,606,21,290,40,30.0,0.5609656504876813,721.741475317699,1,landslide
L_823,823,25.188459396362305,93.003768,Assam,730,34,274,10,29.0,7.462134009849183,1066.4651329859698,1,landslide
L_831,831,25.147883,93.085354,Assam,804,25,7,10,33.0,154.04983353860433,1994.6608011760916,1,landslide
L_19557,19557,25.471526,94.151784,Manipur,1543,12,48,40,32.0,11.859695012283908,1645.0767254563395,1,landslide
L_18354,18354,24.406389236450195,94.06582641601562,Manipur,1196,18,341,10,33.0,30.00901673732779,955.325579779435,1,landslide
L_18307,18307,24.34000015258789,94.22444152832033,Manipur,670,26,302,10,31.0,20.47355012118876,2106.2775870213077,1,landslide
L_18294,18294,24.322500228881836,94.23361206054688,Manipur,417,20,283,50,32.0,0.0309722578896029,91.96473149396216,1,landslide
L_18219,18219,24.258060455322266,94.28721618652344,Manipur,314,27,198,10,31.0,45.25960615855397,1933.8395494589693,1,landslide
L_19544,19544,25.527000427246097,93.9530029296875,Manipur,1705,29,263,10,31.0,11.787842405591146,6870.208438667758,1,landslide
L_19541,19541,25.52300071716309,93.95500183105467,Manipur,1754,34,283,10,29.0,77.93408743421026,7356.300980948205,1,landslide
L_19533,19533,25.517000198364254,93.95700073242188,Manipur,1821,32,112,30,29.0,67.07468092390846,8047.439531756399,1,landslide
L_19515,19515,25.472169876098633,94.15432739257812,Manipur,1489,17,10,40,32.0,234.9909486067974,1814.573025393158,1,landslide
L_19485,19485,25.440961,94.046264,Manipur,1455,50,278,60,28.0,5.909445896795527,4152.853649378952,1,landslide
L_19491,19491,25.446611404418945,94.049511,Manipur,1416,38,344,10,29.0,8.717500544750198,4168.7324130727,1,landslide
L_19498,19498,25.451814,94.049944,Manipur,1367,43,296,10,29.0,50.888005801872986,4480.618102657334,1,landslide
L_19494,19494,25.448389,94.003139,Manipur,1695,30,217,50,30.0,7.77945042570434,8509.78798606936,1,landslide
L_19531,19531,25.513999938964844,94.13700103759766,Manipur,1738,12,35,50,28.0,22.599245036993175,59.681525578842006,1,landslide
L_19528,19528,25.5,94.38899993896484,Manipur,1782,25,136,10,31.0,56.06893405627991,3882.3519095146376,1,landslide
L_19561,19561,25.6495419,94.1068683,Manipur,1514,15,111,50,31.0,5.907698134733621,1453.6710547558685,1,landslide
L_19016,19016,24.993059158325195,93.49749755859376,Manipur,1196,13,294,50,30.0,210.1107845959088,1032.361372713872,1,landslide
L_18803,18803,24.848329544067383,93.45916748046876,Manipur,988,33,178,50,31.0,3.9420980132152,486.99554926130594,1,landslide
L_18759,18759,24.832780838012695,93.4633331298828,Manipur,773,29,55,10,30.0,132.01888753217466,1633.1974790277366,1,landslide
L_18718,18718,24.817779541015625,93.51583099365234,Manipur,460,29,40,10,28.0,636.460804004006,1285.543127114304,1,landslide
L_18997,18997,24.98611068725586,93.50582885742188,Manipur,1235,22,111,10,31.0,56.92690041560972,186.98797712938693,1,landslide
L_19002,19002,24.987220764160156,93.50360870361328,Manipur,1291,7,114,10,32.0,88.69248110210788,155.72789166172356,1,landslide
L_19003,19003,24.987220764160156,93.50360870361328,Manipur,1291,7,114,10,32.0,88.69248110210788,155.72789166172356,1,landslide
L_19011,19011,24.99082946777344,93.50582885742188,Manipur,1206,16,55,10,32.0,55.94736176932858,580.5564309133198,1,landslide
L_19012,19012,24.99082946777344,93.50582885742188,Manipur,1206,16,55,10,32.0,55.94736176932858,580.5564309133198,1,landslide
L_20504,20504,25.04805374145508,92.409245,Meghalaya,71,22,190,10,30.0,0.4321235802834293,1824.573077741484,1,landslide
L_20606,20606,25.41384722,91.67856111,Meghalaya,1655,8,137,30,30.0,5.344051122337523,1489.2071492254615,1,landslide
L_20612,20612,25.65308889,91.89803889,Meghalaya,1044,18,61,30,28.0,18.155326004884568,3623.876056051719,1,landslide
L_20600,20600,25.630403,91.8899195,Meghalaya,1254,12,108,30,29.0,38.34215114666715,5584.804447963464,1,landslide
L_20601,20601,25.630858,91.887601,Meghalaya,1238,19,308,10,29.0,63.91168464450987,5770.792544432485,1,landslide
L_20499,20499,25.465167,91.824944,Meghalaya,1700,24,336,50,31.0,3.1496776145504803,1228.5141674156723,1,landslide
L_20501,20501,25.43480556,91.85952778,Meghalaya,1790,28,53,50,25.0,0.2822890188379603,2382.010039053412,1,landslide
L_20502,20502,25.48716667,91.81936111,Meghalaya,1723,10,6,40,34.0,9.831319251054426,1401.8036585078592,1,landslide
L_20503,20503,25.45689582824707,91.826145,Meghalaya,1760,19,64,30,26.0,69.94703301924905,1776.4608039620264,1,landslide
L_20391,20391,25.695552,91.903777,Meghalaya,879,31,56,30,30.0,17.978835977799072,389.8889305666399,1,landslide
L_20593,20593,25.55256111,91.61870278,Meghalaya,1659,18,110,30,28.0,8.915741591334385,2472.6745000145297,1,landslide
L_20621,20621,25.49551944,91.49585278,Meghalaya,1584,18,113,30,30.0,2.7269449095515745,7055.197516391346,1,landslide
L_20622,20622,25.28247222,91.36413333,Meghalaya,973,36,26,10,27.0,69.79633073434792,2242.3589183806416,1,landslide
L_20634,20634,25.69517778,91.64123611,Meghalaya,1302,15,336,10,26.0,6.5363505147833925,1074.8255960165084,1,landslide
L_20635,20635,25.69688611,91.64176667,Meghalaya,1285,12,266,10,26.0,3.200213632770827,1268.1001924366572,1,landslide
L_20636,20636,25.70087778,91.642902,Meghalaya,1244,26,24,30,23.0,10.685962432736844,1718.5787255009457,1,landslide
L_20637,20637,25.69866667,91.64517222,Meghalaya,1228,26,88,10,24.0,5.927430979098179,1608.4869205966536,1,landslide
L_20639,20639,25.69523333,91.64426944,Meghalaya,1214,23,55,10,27.0,12.685507565031685,1248.295533175409,1,landslide
L_20640,20640,25.69463611,91.64577778,Meghalaya,1211,27,27,10,27.0,12.783486602714312,1303.3725471443872,1,landslide
L_20642,20642,25.68690556,91.64915278,Meghalaya,1124,21,3,10,23.0,10.051760191536692,1285.4751064828677,1,landslide
L_20646,20646,25.68822222,91.66746111,Meghalaya,936,25,13,10,26.0,5.81298375393133,3127.866091631264,1,landslide
L_20650,20650,25.77093505859375,91.656497,Meghalaya,776,11,261,10,31.0,4.763522361345327,9563.758871612948,1,landslide
L_20652,20652,25.803983688354492,91.659801,Meghalaya,689,22,88,10,28.0,15.008026003244929,13219.366080293546,1,landslide
L_20614,20614,25.663150787353516,91.90180278,Meghalaya,1017,8,276,10,31.0,3.603621811274708,2456.0279579711982,1,landslide
L_20616,20616,25.67517222,91.89830017089844,Meghalaya,1015,19,132,50,32.0,20.776952664385355,1705.1497317708672,1,landslide
L_20620,20620,25.67761389,91.89865833,Meghalaya,992,22,304,50,32.0,8.544108455411436,1554.1163719083906,1,landslide
L_20624,20624,25.68255833,91.90111389,Meghalaya,960,10,287,10,28.0,28.07582430021453,1195.4783207179737,1,landslide
L_20629,20629,25.80725833,91.87509444,Meghalaya,612,16,257,10,24.0,23.109103810738176,5713.045583515583,1,landslide
L_20608,20608,25.619397,91.6170425415039,Meghalaya,1517,19,228,30,31.0,12.472647825198422,7488.361463106934,1,landslide
L_20623,20623,25.28090556,91.36584722,Meghalaya,978,30,30,10,25.0,139.12667130708735,1998.2130338497575,1,landslide
L_20491,20491,25.29966926574707,91.4610824584961,Meghalaya,1047,18,357,10,29.0,28.867132907200897,5985.351352339591,1,landslide
L_20492,20492,25.29667091369629,91.4598617553711,Meghalaya,1005,24,159,10,31.0,296.7949254079922,6075.382848102685,1,landslide
L_20493,20493,25.29750061035156,91.461669921875,Meghalaya,1075,22,231,10,31.0,107.25252498801136,5947.979501502097,1,landslide
L_20495,20495,25.297779083251953,91.459716796875,Meghalaya,1067,13,198,10,31.0,236.47755143067684,6140.279994890102,1,landslide
L_20494,20494,25.29738998413086,91.4620132446289,Meghalaya,1082,15,228,10,29.0,100.60923436258912,5914.989538995163,1,landslide
L_20598,20598,25.540056228637695,91.314142,Meghalaya,1513,14,149,30,29.0,11.713618848194898,5194.708069831438,1,landslide
L_20599,20599,25.62790278,91.88801944,Meghalaya,1257,10,162,10,28.0,7.776192118867209,5495.525563957458,1,landslide
L_20631,20631,25.61276111,91.17375278,Meghalaya,1166,16,253,30,33.0,32.77006687537927,4454.739606682661,1,landslide
L_20090,20090,25.49833333,91.73361111,Meghalaya,1733,13,193,60,32.0,9.09588421704004,3801.172447613187,1,landslide
L_19995,19995,25.37539167,92.431275,Meghalaya,1112,10,174,30,35.0,199.5848290517351,798.8739168309755,1,landslide
L_19709,19709,25.16400556,92.38702778,Meghalaya,411,34,148,50,30.0,2.382075505221456,6123.323089370273,1,landslide
L_20581,20581,25.44835090637207,91.59150278,Meghalaya,1649,13,86,30,33.0,15.682812632558232,1234.885849579502,1,landslide
L_20582,20582,25.44743611,91.59103889,Meghalaya,1628,21,155,10,33.0,119.17478345700562,1323.0504714109884,1,landslide
L_20583,20583,25.44716111,91.59067778,Meghalaya,1625,21,130,10,33.0,154.13460957471958,1369.6102095456088,1,landslide
L_19885,19885,25.28236861,91.73874417,Meghalaya,759,36,99,10,28.0,896.4698560637361,1085.9111094144964,1,landslide
L_20339,20339,25.65060556,91.89945278,Meghalaya,1111,16,38,10,30.0,3.962444255329732,3822.977878749513,1,landslide
L_20333,20333,25.64908889,91.89900207519533,Meghalaya,1091,26,151,50,30.0,3.3749508940245203,3996.093893753882,1,landslide
L_20568,20568,25.64908889,91.89900207519533,Meghalaya,1091,26,151,50,30.0,3.3749508940245203,3996.093893753882,1,landslide
L_20089,20089,25.49736111,91.77902778,Meghalaya,1800,6,42,60,33.0,19.621994067989743,2001.371561493533,1,landslide
L_20570,20570,25.49736111,91.77902778,Meghalaya,1800,6,42,60,33.0,19.621994067989743,2001.371561493533,1,landslide
L_20587,20587,25.35861111,91.97208333,Meghalaya,1166,24,253,50,25.0,5.1873428076868855,2734.048629152672,1,landslide
L_20588,20588,25.35908333,91.97433333,Meghalaya,1184,36,337,10,28.0,11.01000717086116,2576.950664356415,1,landslide
L_20547,20547,25.23211111,91.37252778,Meghalaya,418,16,349,10,28.0,2.936881157966054,55.95570847388175,1,landslide
L_20548,20548,25.22194444,91.38422222,Meghalaya,240,21,175,10,30.0,0.2915355194687669,1344.27340664528,1,landslide
L_20551,20551,25.18688889,91.39855556,Meghalaya,77,17,194,10,26.0,0.226305811174888,2512.2796061385698,1,landslide
L_20350,20350,25.663444,91.915944,Meghalaya,944,20,151,30,29.0,52.88888319531059,2170.1592424851938,1,landslide
L_20578,20578,25.38163333,90.06033889,Meghalaya,82,9,66,10,27.0,49.86049988148039,9579.312411726316,1,landslide
L_20575,20575,25.36103333,91.64700833,Meghalaya,1449,28,118,10,27.0,1210.2127163827456,1737.7823721552536,1,landslide
L_20579,20579,25.45939722,90.70860278,Meghalaya,190,21,196,10,27.0,282.497123992615,9764.424084067694,1,landslide
L_20580,20580,25.45903056,90.70813333,Meghalaya,185,19,128,10,27.0,246.56726505205827,9751.180217567511,1,landslide
L_20577,20577,25.21022222,90.63220278,Meghalaya,36,17,264,10,29.0,11.453971037556617,2378.9612707849233,1,landslide
L_20553,20553,25.44233333,92.19447222,Meghalaya,1329,5,0,10,30.0,106.0280119496269,312.63833599431075,1,landslide
L_20554,20554,25.44177778,92.19558333,Meghalaya,1339,9,276,50,30.0,100.79497241017792,256.0482805400834,1,landslide
L_20555,20555,25.44138889,92.19108333,Meghalaya,1318,29,317,10,31.0,17.25324295187855,667.9602309647448,1,landslide
L_20557,20557,25.43505556,92.19836111,Meghalaya,1354,7,114,50,32.0,76.52556712793181,937.7659099864136,1,landslide
L_20559,20559,25.45075035095215,92.19452778,Meghalaya,1357,11,294,50,32.0,197.4318062204892,853.6471205106571,1,landslide
L_19682,19682,25.134292602539062,92.38155364990234,Meghalaya,227,40,15,10,29.0,83.10068115234695,7011.314344393751,1,landslide
L_19724,19724,25.189105987548828,92.079564,Meghalaya,109,45,328,10,29.0,29.52687747785389,2550.1889758731595,1,landslide
L_19685,19685,25.143375396728516,92.141861,Meghalaya,40,30,348,10,31.0,6.23583458310755,2052.30483425643,1,landslide
L_20591,20591,25.52901389,91.26188611,Meghalaya,1361,22,102,10,32.0,116.54695037543068,1218.7020810811723,1,landslide
L_19902,19902,25.300389,91.726722,Meghalaya,1527,16,120,10,31.0,5.558752227792262,2167.3261839845377,1,landslide
L_20204,20204,25.566669464111328,91.90193939208984,Meghalaya,1545,3,340,50,29.0,27.68175965218008,2183.51345004641,1,landslide
L_20142,20142,25.54261016845703,92.10867309570312,Meghalaya,1137,15,100,10,32.0,263.84222118114917,3616.598263235146,1,landslide
L_20143,20143,25.54261016845703,92.09841918945312,Meghalaya,1311,11,15,30,30.0,50.30065566559817,2632.5509671643,1,landslide
L_20055,20055,25.435609817504883,91.862056,Meghalaya,1626,26,94,10,25.0,221.9245156014096,2552.9473721164077,1,landslide
L_19842,19842,25.23908042907715,90.63944244384766,Meghalaya,82,15,58,10,28.0,223.19407472222144,5174.083194084586,1,landslide
L_19854,19854,25.25419044494629,90.21485900878906,Meghalaya,45,7,342,40,26.0,39.63452407128465,2837.470022626105,1,landslide
L_20376,20376,25.686250686645508,91.118358,Meghalaya,1057,21,332,10,30.0,394.5428569997873,6314.350467566953,1,landslide
L_20390,20390,25.6948299407959,91.1183624267578,Meghalaya,1094,11,270,10,30.0,1065.236772535142,6782.191408302059,1,landslide
L_19737,19737,25.201000213623047,91.23400115966795,Meghalaya,18,1,132,30,27.0,14.183670051193204,2344.542213131378,1,landslide
L_19739,19739,25.20282936096191,91.2090835571289,Meghalaya,50,15,291,10,28.0,6.257019952078197,2446.329594584758,1,landslide
L_20112,20112,25.519729614257812,91.28443145751952,Meghalaya,1449,1,132,40,32.0,1.3087195545201886,1677.168776121325,1,landslide
L_20099,20099,25.506669998168945,91.2831802368164,Meghalaya,1407,28,312,10,31.0,2.1139993472235865,2095.1730976910517,1,landslide
L_19916,19916,25.31488037109375,91.33367156982422,Meghalaya,1141,44,222,10,26.0,16.098966432037148,5314.450996782749,1,landslide
L_19923,19923,25.318479537963867,91.45262145996094,Meghalaya,1384,29,92,30,26.0,143.24350678663754,5056.739736402492,1,landslide
L_20064,20064,25.444650650024418,91.34622192382812,Meghalaya,1482,18,261,30,30.0,0.6165223873773787,11436.445938270272,1,landslide
